"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.083324010E1,1.986038685E-2,-3.722500801E-2,6.830596924E-2
3.084325979E1,2.463275194E-2,-4.332721233E-2,8.351230621E-2
3.085326005E1,1.246756315E-2,-2.346628904E-2,5.606365204E-2
3.086327974E1,-4.330098629E-3,1.057738066E-2,5.499267578E-2
3.087329938E1,-1.378494501E-2,1.647388935E-2,5.870151520E-2
3.088333281E1,-1.138275862E-2,3.242790699E-2,2.473258972E-2
3.089335250E1,-1.143044233E-2,3.989142179E-2,-1.564407349E-2
3.090337219E1,-1.741945744E-3,4.109215736E-2,-1.994228363E-2
3.091340938E1,9.772181511E-4,5.011880398E-2,-3.350830078E-2
3.092342906E1,-2.224683762E-2,4.056936502E-2,-1.856422424E-2
3.093344875E1,-2.173554897E-2,1.463800669E-2,5.532264709E-3
3.094346375E1,-2.660930157E-3,-1.357555389E-2,3.389358521E-2
3.095348344E1,-2.730548382E-3,-3.457087278E-2,1.467132568E-2
3.096350313E1,-5.339503288E-3,-4.545247555E-2,2.850532532E-3
3.097352703E1,6.053209305E-3,-3.464359045E-2,-2.994632721E-2
3.098354672E1,-1.664936543E-3,-2.664119005E-2,-1.984405518E-2
3.099356641E1,-7.098436356E-3,-3.823292255E-2,-2.909660339E-3
3.100357146E1,1.681447029E-3,-1.488476992E-2,2.546882629E-2
3.101359120E1,1.061564684E-2,-2.053076029E-2,2.982044220E-2
3.102361089E1,3.230988979E-3,-2.613425255E-2,2.705192566E-2
3.103362646E1,1.248443127E-2,-1.479089260E-2,7.881164551E-3
3.104364620E1,2.386939526E-2,-7.918894291E-3,-1.564788818E-2
3.105366594E1,1.884293556E-2,-1.037198305E-2,1.775169373E-2
3.106368427E1,6.888926029E-3,1.797646284E-2,3.523826599E-3
3.107370401E1,2.799940109E-2,3.648120165E-2,-3.871917725E-2
3.108372370E1,1.077061892E-2,2.888929844E-2,-4.259777069E-2
3.109373854E1,-2.269834280E-2,5.145734549E-2,1.239490509E-2
3.110375833E1,-1.091265678E-2,5.904710293E-2,-4.198074341E-3
3.111377802E1,-1.345342398E-2,4.757559299E-2,-8.751869202E-3
3.112378911E1,2.710878849E-3,2.934658527E-2,-1.087665558E-2
3.113380885E1,4.630208015E-3,6.820380688E-3,-1.765537262E-2
3.114382859E1,-7.117390633E-3,-1.289093494E-2,-3.134918213E-2
3.115387526E1,-4.491388798E-3,-1.322793961E-2,-2.416610718E-3
3.116389500E1,1.435524225E-2,-1.826679707E-2,-9.293556213E-3
3.117391474E1,2.086228132E-2,-2.107709646E-2,1.687335968E-2
3.118393005E1,1.978921890E-2,-2.143830061E-2,3.081321716E-2
3.119394979E1,6.488502026E-3,-3.003954887E-3,3.507328033E-2
3.120396953E1,-1.808583736E-3,6.052792072E-3,4.164981842E-2
3.121400052E1,-1.913595200E-2,2.265053988E-2,3.406047821E-2
3.122402026E1,-5.563318729E-3,1.348203421E-2,3.840255737E-2
3.123404000E1,1.515603065E-2,2.643042803E-2,-1.974105835E-3
3.124404422E1,5.264341831E-3,1.128154993E-2,-1.337242126E-2
3.125406396E1,-1.847642660E-2,1.352250576E-3,-3.632164001E-2
3.126408365E1,-1.822686195E-2,-8.721947670E-3,-5.184936523E-2
3.127409411E1,-1.600193977E-2,-1.202523708E-2,-1.538276672E-2
3.128411385E1,-1.170951128E-2,-8.936703205E-3,1.804542542E-2
3.129413359E1,-2.180302143E-2,-1.369756460E-2,1.552772522E-2
3.130416484E1,-1.786220074E-2,-2.559465170E-2,-1.100540161E-3
3.131418458E1,-2.799451351E-2,-2.077293396E-2,1.080989838E-2
3.132420427E1,-4.921674728E-3,-1.816147566E-2,1.313114166E-2
3.133423141E1,1.105576754E-2,-1.292139292E-2,3.689765930E-3
3.134425115E1,5.982756615E-3,2.169132233E-3,-3.142261505E-2
3.135427083E1,1.084309816E-2,2.442055941E-2,-2.351379395E-2
3.136427594E1,2.257251740E-2,1.820492744E-2,-3.456401825E-2
3.137429568E1,1.292258501E-2,1.240479946E-2,-4.069137573E-2
3.138431536E1,8.052706718E-3,8.891344070E-3,-1.848316193E-2
3.139434583E1,-2.261918783E-2,7.113575935E-3,2.213096619E-2
3.140436557E1,-1.039791107E-2,1.415669918E-2,3.846836090E-2
3.141438531E1,-1.964402199E-2,1.607900858E-2,4.508686066E-2
3.142441615E1,-5.183637142E-3,3.891706467E-3,3.511905670E-2
3.143443594E1,1.635688543E-2,2.538174391E-2,-1.228904724E-2
3.144445563E1,4.521846771E-3,1.668530703E-2,-1.881599426E-2
3.145444344E1,-1.194232702E-2,8.285760880E-3,-8.745193481E-3
3.146446318E1,-4.692196846E-3,-9.586036205E-3,-1.217842102E-3
3.147448286E1,-1.090764999E-5,-8.486628532E-3,6.163597107E-3
3.148451240E1,-1.424688101E-2,-1.221138239E-2,1.341533661E-2
3.149453214E1,-9.256243706E-3,3.008782864E-3,4.079818726E-3
3.150455188E1,-8.686244488E-3,2.278119326E-2,4.349708557E-3
3.151457578E1,6.069540977E-3,4.577398300E-3,2.580928802E-2
3.152459552E1,1.541548967E-2,8.013248444E-3,4.219245911E-2
3.153461526E1,1.044780016E-2,6.981372833E-3,2.301597595E-2
3.154463703E1,-1.101613045E-3,-1.014220715E-2,-2.638721466E-2
3.155465677E1,6.633877754E-3,-8.044004440E-3,-3.256225586E-2
3.156467646E1,-1.871490479E-2,-1.361489296E-2,-5.727767944E-3
3.157470224E1,-1.303499937E-2,-1.311278343E-2,3.703689575E-2
3.158472198E1,4.129827023E-3,-1.350706816E-2,5.309486389E-2
3.159474172E1,8.710741997E-3,-9.438276291E-3,2.174472809E-2
3.160474844E1,1.045364141E-2,4.954695702E-3,-2.784442902E-2
3.161476818E1,-2.041995525E-3,1.312017441E-2,-4.825592041E-2
3.162478786E1,-4.742085934E-3,1.428383589E-2,-4.710865021E-2
3.163480682E1,2.407789230E-3,1.231378317E-2,1.753520966E-2
3.164482656E1,-6.824910641E-3,2.327322960E-3,5.982875824E-2
3.165484630E1,5.424618721E-3,-1.071542501E-2,8.956813812E-2
3.166486891E1,1.085674763E-2,-2.286005020E-2,-1.058006287E-2
3.167488865E1,-1.141363382E-2,-4.653215408E-3,-9.706211090E-2
3.168490839E1,1.722753048E-3,1.004952192E-2,-1.066303253E-1
3.169494698E1,4.137897491E-2,2.421456575E-2,6.271362305E-3
3.170496672E1,6.004917622E-2,-1.541775465E-2,1.146745682E-1
3.171498646E1,4.505562782E-2,-3.895288706E-2,6.340599060E-2
3.172498224E1,-1.592946053E-2,-2.188050747E-2,-4.108715057E-2
3.173500198E1,-4.620468616E-2,-1.828426123E-2,-7.067680359E-2
3.174502172E1,-3.250908852E-2,-1.873767376E-2,-8.080291748E-2
3.175504344E1,-1.859825850E-2,4.061818123E-3,-2.719688416E-2
3.176506318E1,3.272783756E-2,1.917362213E-3,7.720661163E-2
3.177508292E1,2.852863073E-2,-7.554292679E-4,1.091527939E-1
3.178509255E1,-4.265487194E-3,1.560360193E-2,1.075992584E-1
3.179511229E1,-1.308327913E-2,2.515166998E-2,5.903434753E-2
3.180513203E1,-3.587454557E-2,2.824908495E-2,4.431915283E-2
3.181517943E1,-3.949660063E-2,6.252866983E-2,1.578712463E-2
3.182519917E1,-2.656894922E-2,6.356900930E-2,1.130580902E-2
3.183521885E1,-1.171970367E-2,4.090005159E-2,2.164840698E-3
3.184522901E1,-1.856863499E-3,9.175181389E-3,-1.859664917E-2
3.185524875E1,-6.341040134E-3,1.322507858E-3,-3.668212891E-2
3.186526849E1,-1.330578327E-2,-1.392996311E-2,-1.685619354E-2
3.187527885E1,-1.553803682E-2,-3.887045383E-2,1.670551300E-2
3.188529859E1,5.717635155E-3,-5.884468555E-2,3.085231781E-2
3.189531833E1,1.019614935E-2,-6.493067741E-2,1.880931854E-2
3.190532859E1,1.219433546E-2,-6.631195545E-2,1.401615143E-2
3.191534833E1,2.126806974E-2,-4.872763157E-2,-9.822845459E-5
3.192536802E1,-4.985690117E-3,-3.352367878E-2,-1.158523560E-2
3.193539682E1,-1.220703125E-4,-3.690075874E-2,-2.753067017E-2
3.194541656E1,-6.995379925E-3,-3.303766251E-2,-2.199935913E-2
3.195543630E1,5.085766315E-3,-2.699100971E-2,-2.363300323E-2
3.196545849E1,2.161133289E-2,-5.022883415E-3,-6.458282471E-3
3.197547823E1,1.890689135E-2,-2.762556076E-3,1.743125916E-2
3.198549792E1,8.903324604E-3,-5.676269531E-3,5.027675629E-2
3.199551755E1,3.671944141E-3,5.326628685E-3,4.722690582E-2
3.200553729E1,2.162343264E-2,9.538531303E-3,1.129055023E-2
3.201555698E1,3.151953220E-2,2.116775513E-2,3.481864929E-2
3.202556438E1,1.771515608E-2,2.092885971E-2,7.444763184E-2
3.203558401E1,-1.447206736E-2,3.271770477E-2,3.341007233E-2
3.204560370E1,-2.903509140E-2,5.131959915E-4,-3.976249695E-2
3.205563255E1,-1.254928112E-2,7.398009300E-3,-6.687355042E-2
3.206565219E1,-5.651831627E-3,1.359581947E-2,-1.825141907E-2
3.207567182E1,1.047313213E-2,-2.370703220E-2,2.473449707E-2
3.208568531E1,-4.322111607E-3,-2.042150497E-2,-1.069545746E-2
3.209570500E1,-1.184237003E-2,-3.111755848E-2,-1.490688324E-2
3.210572458E1,-2.648234367E-3,-2.290713787E-2,9.199142456E-3
3.211574182E1,-1.966500282E-2,-7.923126221E-3,3.994083405E-2
3.212576146E1,-7.992029190E-3,-7.151365280E-4,4.187488556E-2
3.213578115E1,5.852401257E-3,8.669734001E-3,4.141616821E-2
3.214581000E1,1.704794168E-2,2.256321907E-2,1.741409302E-2
3.215582969E1,1.421302557E-2,5.914807320E-3,-8.490562439E-3
3.216584927E1,-2.527892590E-3,-3.195881844E-3,-1.745033264E-2
3.217592536E1,1.788139343E-7,-2.856755257E-2,-2.388954163E-2
3.218594505E1,-2.486944199E-3,-3.228926659E-2,-4.333496094E-3
3.219596464E1,-4.997253418E-4,-1.715743542E-2,5.459785461E-3
3.220592771E1,1.510918140E-2,-3.785860538E-2,1.267910004E-2
3.221594740E1,6.876409054E-3,-3.492391109E-2,7.974624634E-3
3.222596703E1,3.616690636E-3,-2.273583412E-2,1.747035980E-2
3.223600458E1,-2.058416605E-2,-2.732443810E-2,-3.798484802E-3
3.224602427E1,-8.820414543E-3,1.022577286E-3,-5.875587463E-3
3.225604391E1,-1.366299391E-2,-1.820683479E-3,-2.205276489E-2
3.226604333E1,-8.813381195E-3,7.156729698E-3,-3.088569641E-2
3.227606302E1,1.036000252E-2,-5.134105682E-3,-8.940696716E-3
3.228608266E1,1.512128115E-2,-9.890794754E-4,-6.223678589E-3
3.229611521E1,2.922070026E-2,-1.605510712E-2,-3.586769104E-3
3.230613490E1,1.468461752E-2,-1.695525646E-2,-1.029014587E-3
3.231615453E1,-1.155626774E-2,-1.350736618E-2,1.555824280E-2
3.232616104E1,-2.329146862E-2,-1.518392563E-2,2.476119995E-2
3.233618068E1,-2.766531706E-2,-1.954722404E-2,2.906417847E-2
3.234620036E1,-1.773130894E-2,-1.437199116E-2,2.389049530E-2
3.235622276E1,-1.011693478E-2,-1.856088638E-3,1.179409027E-2
3.236624245E1,4.736542702E-3,-5.716681480E-3,-4.482269287E-5
3.237626208E1,-4.194319248E-3,-4.807353020E-3,-2.345752716E-2
3.238634714E1,2.208840847E-2,-1.102566719E-2,5.855560303E-4
3.239636677E1,9.965300560E-3,-8.352637291E-3,-8.824348450E-3
3.240638646E1,4.591584206E-3,-1.099979877E-2,-1.582050323E-2
3.241634745E1,-1.945447922E-2,-1.637339592E-2,1.963233948E-2
3.242636714E1,-2.161657810E-2,1.319169998E-3,2.648353577E-3
3.243638677E1,-1.852464676E-2,-1.219522953E-2,4.776000977E-3
3.244641740E1,-1.169979572E-3,-2.102696896E-2,1.862049103E-2
3.245643703E1,2.299094200E-2,-3.451240063E-2,-3.088951111E-3
3.246645672E1,-9.887218475E-4,-2.879285812E-2,2.027606964E-2
3.247646354E1,7.858276367E-3,-1.813995838E-2,-3.207874298E-2
3.248648323E1,1.711845398E-4,-1.669192314E-2,-7.173728943E-2
3.249650286E1,-9.484231472E-3,-1.521635056E-2,-2.360534668E-2
3.250653266E1,-2.582931519E-2,-4.868268967E-3,2.602863312E-2
3.251655229E1,-1.125681400E-2,-9.945392609E-3,8.412361145E-2
3.252657193E1,-6.435453892E-3,-2.738606930E-2,1.105604172E-1
3.253658396E1,6.062507629E-3,-1.505732536E-2,1.667118073E-2
3.254660370E1,2.898275852E-3,-5.423545837E-3,-7.062530518E-2
3.255662338E1,2.951890230E-2,1.066565514E-3,-8.333206177E-2
3.256665193E1,5.194252729E-2,-1.466500759E-2,5.102157593E-4
3.257667167E1,5.885118246E-2,-2.491080761E-2,5.443191528E-2
3.258669135E1,1.339793205E-2,-4.523444176E-2,-1.038265228E-2
3.259671094E1,-2.117389441E-2,-3.463089466E-2,-6.466102600E-2
3.260673073E1,-3.503978252E-2,-1.442885399E-2,-7.789802551E-2
3.261675042E1,-3.115123510E-2,-1.110076904E-2,-4.142093658E-2
3.262677302E1,-1.514923573E-2,-2.272510529E-2,8.508682251E-3
3.263679276E1,1.019710302E-2,-3.277468681E-2,6.221199036E-2
3.264681245E1,3.261822462E-2,-2.884376049E-2,8.672714233E-2
3.265680599E1,2.347856760E-2,3.853797913E-3,6.849002838E-2
3.266682573E1,-4.914343357E-3,1.563763618E-2,6.003761292E-2
3.267684547E1,-9.600520134E-3,1.356339455E-2,3.999042511E-2
3.268690036E1,-2.136337757E-2,3.782260418E-2,1.325511932E-2
3.269692010E1,-3.500819206E-2,5.492031574E-2,-3.417205811E-2
3.270693984E1,-2.436083555E-2,4.285943508E-2,-2.669906616E-2
3.271694073E1,-1.866406202E-2,3.750514984E-2,-5.293846130E-3
3.272696047E1,-1.102823019E-2,1.278805733E-2,1.095962524E-2
3.273698016E1,5.587935448E-3,-2.564430237E-3,-2.021408081E-2
3.274699078E1,1.003015041E-2,-3.236567974E-2,8.554458618E-4
3.275701052E1,1.915824413E-2,-6.433784962E-2,5.063056946E-3
3.276703021E1,1.413416862E-2,-5.113434792E-2,-1.199054718E-2
3.277707151E1,-7.320582867E-3,-4.988908768E-2,-1.227569580E-2
3.278709125E1,-1.198935509E-2,-3.447794914E-2,-2.667617798E-2
3.279711094E1,-7.335245609E-3,-2.888679504E-2,-2.202701569E-2
3.280709875E1,-2.398097515E-2,-5.209827423E-2,1.074504852E-2
3.281711849E1,-1.665246487E-2,-3.563845158E-2,3.348350525E-2
3.282713823E1,1.661181450E-4,-5.721986294E-2,3.230381012E-2
3.283716203E1,2.612149715E-2,-4.292345047E-2,1.233482361E-2
3.284718182E1,3.280425072E-2,-2.855074406E-2,4.506111145E-3
3.285720151E1,3.205448389E-2,-2.111923695E-2,-8.115768433E-4
3.286723651E1,5.305051804E-3,9.884834290E-3,-8.382797241E-3
3.287725625E1,-9.221076965E-3,1.437556744E-2,-3.231525421E-2
3.288727594E1,4.752039909E-3,2.794754505E-2,-4.174804688E-2
3.289727870E1,4.470050335E-3,5.726641417E-2,5.252075195E-2
3.290729844E1,-2.855026722E-2,6.227916479E-2,4.161548615E-2
3.291731818E1,-6.654143333E-3,3.281718493E-2,-6.552028656E-2
3.292736844E1,1.960557699E-2,2.377164364E-2,-1.095418930E-1
3.293738813E1,1.252371073E-2,1.703381538E-2,-4.690170288E-2
3.294740786E1,2.213245630E-2,5.086064339E-3,-1.840591431E-3
3.295740161E1,1.758390665E-2,-1.926124096E-2,-7.046699524E-3
3.296742141E1,-8.054971695E-3,-1.999592781E-2,-2.396869659E-2
3.297744109E1,-2.159857750E-2,-4.341602325E-3,-1.707744598E-2
3.298747865E1,-2.219736576E-3,-2.176082134E-2,2.501583099E-2
3.299749838E1,-2.272605896E-3,-8.110344410E-3,3.816127777E-2
3.300751813E1,4.634916782E-3,-3.950357437E-3,3.697490692E-2
3.301754344E1,1.156669855E-2,1.222729683E-2,2.643203735E-2
3.302756318E1,1.617860794E-2,2.133601904E-2,3.258228302E-2
3.303758292E1,1.606184244E-2,9.514272213E-3,1.008987427E-3
3.304759760E1,1.845622063E-2,8.656978607E-4,-3.232192993E-2
3.305761729E1,-1.899534464E-2,-2.586072683E-2,-2.735424042E-2
3.306763708E1,-6.475925446E-3,-9.511947632E-3,-3.186702728E-2
3.307765859E1,-8.911073208E-3,-3.266692162E-3,-1.754474640E-2
3.308767828E1,-2.568483353E-2,-4.604220390E-3,1.061058044E-2
3.309769802E1,-2.565240860E-2,-8.477687836E-3,-6.450653076E-3
3.310772380E1,-6.513059139E-3,-1.030576229E-2,-4.410743713E-3
3.311774349E1,-1.568597555E-2,-1.461023092E-2,-2.403259277E-3
3.312776328E1,-3.517448902E-3,-6.761610508E-3,-5.105018616E-3
3.313778312E1,-3.131330013E-3,-1.079201698E-3,-1.478290558E-2
3.314780292E1,6.801009178E-3,-2.232372761E-3,-3.367614746E-2
3.315782266E1,-2.576649189E-3,8.611977100E-3,-2.164649963E-2
3.316783161E1,-1.691013575E-2,2.413672209E-2,-2.159595490E-2
3.317785135E1,-9.759902954E-3,1.611173153E-2,-2.151966095E-2
3.318787109E1,-1.209914684E-2,8.171856403E-3,-2.611160278E-3
3.319788729E1,-7.191121578E-3,9.840071201E-3,-5.190849304E-3
3.320790703E1,-1.152366400E-2,2.335429192E-2,-1.476573944E-2
3.321788047E1,-1.081460714E-2,3.194463253E-2,-1.474666595E-2
3.322790026E1,-9.912967682E-3,1.939988136E-2,-9.987831116E-3
3.323791995E1,-1.614570618E-2,1.187920570E-2,-1.942729950E-2
3.324793974E1,-1.059228182E-2,9.235143661E-3,4.249572754E-3
3.325799151E1,-7.747888565E-3,8.777201176E-3,-3.108024597E-3
3.326801125E1,-1.011168957E-2,-8.841753006E-4,6.131172180E-3
3.327803099E1,-1.494544744E-2,-1.002269983E-2,-8.302688599E-3
3.328807161E1,-2.892327309E-2,8.936464787E-3,-3.899097443E-2
3.329809135E1,-1.191633940E-2,-1.959854364E-2,-4.327011108E-2
3.330811109E1,2.466797829E-3,-1.245582104E-2,-4.277896881E-2
3.331813167E1,4.826188087E-4,-1.986211538E-2,-4.632949829E-3
3.332815135E1,2.004402876E-2,8.394122124E-4,1.874732971E-2
3.333817115E1,4.403972626E-2,-5.166769028E-3,2.992916107E-2
3.334817542E1,3.240478039E-2,-1.612532139E-2,2.206707001E-2
3.335819516E1,2.792924643E-2,-1.013398170E-3,7.267951965E-3
3.336821484E1,1.617789268E-2,7.595598698E-3,-7.228851318E-3
3.337821807E1,-2.157646418E-2,7.156729698E-4,-1.904773712E-2
3.338823781E1,-2.114492655E-2,-7.179379463E-4,-3.062152863E-2
3.339825755E1,-2.077680826E-2,7.137477398E-3,-1.996040344E-3
3.340831349E1,-1.587980986E-2,-1.656758785E-2,3.784275055E-2
3.341833323E1,-1.311248541E-2,-1.914274693E-2,4.874706268E-2
3.342835292E1,4.674077034E-3,-1.410132647E-2,-5.814743042E-2
3.343835849E1,3.947675228E-3,-1.956963539E-2,-8.776950836E-2
3.344837823E1,3.812313080E-2,6.132066250E-3,-5.331611633E-2
3.345839797E1,5.394774675E-2,1.338124275E-4,2.751541138E-2
3.346840505E1,4.682290554E-2,-1.585137844E-2,4.799747467E-2
3.347842479E1,3.011405468E-2,-7.737755775E-3,1.399803162E-2
3.348844453E1,-1.606869698E-2,-8.574306965E-3,-7.818984985E-2
3.349846651E1,-3.934484720E-2,-1.600658894E-2,-1.240167618E-1
3.350848625E1,-4.981184006E-2,-1.183837652E-2,-1.031465530E-1
3.351850599E1,-7.952690125E-3,-4.449778795E-2,-3.328609467E-2
3.352853552E1,1.903218031E-2,-4.060137272E-2,3.526687622E-2
3.353855526E1,3.367835283E-2,-4.203438759E-2,6.731033325E-2
3.354857500E1,2.907800674E-2,-2.025389671E-2,7.288455963E-2
3.355857411E1,-6.254792213E-3,-5.893170834E-3,8.071136475E-2
3.356859391E1,-1.729965210E-2,1.569390297E-2,7.197284698E-2
3.357861359E1,-1.404315233E-2,3.340727091E-2,2.345752716E-2
3.358862833E1,9.691715240E-4,5.192148685E-2,-4.063701630E-2
3.359864807E1,-8.074104786E-3,4.981946945E-2,-4.239273071E-2
3.360866781E1,-1.466399431E-2,5.077904463E-2,-6.525516510E-2
3.361872500E1,-2.118200064E-2,3.277331591E-2,-3.359985352E-2
3.362874479E1,-2.057707310E-2,-6.741940975E-3,2.182960510E-3
3.363876448E1,-3.708899021E-3,-3.649151325E-2,4.370689392E-3
3.364877073E1,-1.191854477E-3,-2.567154169E-2,-5.240440369E-3
3.365879047E1,1.093256474E-2,-3.859531879E-2,-2.409648895E-2
3.366881021E1,3.727197647E-3,-4.665899277E-2,-1.205444336E-2
3.367884010E1,5.787730217E-3,-4.286104441E-2,1.624679565E-2
3.368885984E1,-2.048498392E-2,-2.050024271E-2,2.286815643E-2
3.369887958E1,-1.096212864E-2,-2.199733257E-2,5.844116211E-3
3.370891443E1,1.006120443E-2,-2.833008766E-2,-1.797771454E-2
3.371893422E1,9.593427181E-3,-2.503061295E-2,-1.784801483E-2
3.372895391E1,-2.512037754E-3,-3.133696318E-2,1.111030579E-3
3.373892651E1,1.405489445E-2,-2.346360683E-2,-1.084232330E-2
3.374894625E1,1.662546396E-2,-1.771748066E-2,-3.708839417E-3
3.375896599E1,2.647876740E-2,-9.354054928E-3,-6.067276001E-3
3.376901099E1,1.728343964E-2,-5.790174007E-3,-3.899097443E-2
3.377903073E1,-1.268506050E-3,1.193773746E-2,-1.015281677E-2
3.378905052E1,-7.898986340E-3,2.476799488E-2,6.434440613E-3
3.379907838E1,6.563067436E-3,3.262317181E-2,1.539230347E-3
3.380909818E1,6.662309170E-3,3.271377087E-2,1.316070557E-2
3.381909588E1,9.002327919E-3,1.152080297E-2,-3.676414490E-3
3.382911568E1,1.809155941E-2,-4.291951656E-3,-3.905868530E-2
3.383913542E1,3.912270069E-3,1.700401306E-3,-5.967044830E-2
3.384915526E1,1.125323772E-2,-8.674263954E-3,-4.695701599E-2
3.385917505E1,1.622903347E-2,-1.903712749E-2,-1.562690735E-2
3.386921807E1,1.883673668E-2,-2.003216743E-2,1.516628265E-2
3.387923786E1,1.401859522E-2,-7.185816765E-3,7.736206055E-3
3.388925766E1,6.469249725E-3,-4.183650017E-3,5.094528198E-3
3.389926292E1,-5.821347237E-3,-3.476917744E-3,9.559631348E-3
3.390928271E1,5.535900593E-3,1.149326563E-2,4.220771790E-2
3.391930250E1,2.236366272E-4,1.966792345E-2,1.784992218E-2
3.392933333E1,4.516124725E-3,1.891207695E-2,-1.075649261E-2
3.393935307E1,1.606684923E-2,7.270693779E-3,-5.057334900E-2
3.394937292E1,4.295706749E-3,-2.264922857E-2,-3.081703186E-2
3.395936823E1,1.388478279E-2,-2.641481161E-2,-3.495407104E-2
3.396938802E1,-2.773344517E-3,-4.717719555E-2,8.008003235E-3
3.397940781E1,-3.134965897E-3,-5.142658949E-2,1.724243164E-2
3.398942536E1,-1.793438196E-2,-3.466880322E-2,-4.322052002E-3
3.399944516E1,-1.123887300E-2,-1.814478636E-2,-2.316474915E-2
3.400946495E1,2.964437008E-3,-9.053289890E-3,-8.708000183E-3
3.401950302E1,7.772564888E-3,-4.823088646E-3,7.877349854E-3
3.402952281E1,-1.125746965E-2,-2.855360508E-3,6.427764893E-4
3.403954255E1,-6.654262543E-3,-7.502853870E-3,-1.821804047E-2
3.404956911E1,7.444381714E-3,2.158284187E-4,-2.729892731E-2
3.405958896E1,4.784405231E-3,3.400921822E-3,-2.443504333E-2
3.406960875E1,-9.689986706E-3,-5.250751972E-3,-2.633476257E-2
3.407960271E1,-4.818201065E-3,4.702806473E-5,-9.375572205E-3
3.408962245E1,-1.876670122E-2,-1.649338007E-2,-9.218215942E-3
3.409964224E1,-1.616573334E-2,-4.655420780E-3,5.040168762E-3
3.410967078E1,-4.342198372E-3,4.575908184E-3,7.276535034E-3
3.411969057E1,2.779364586E-3,-2.195578814E-2,1.652812958E-2
3.412971036E1,-1.837807894E-2,-1.978456974E-2,1.386070251E-2
3.413972484E1,-1.602983475E-2,-7.900774479E-3,1.822471619E-3
3.414974464E1,-1.374834776E-2,-3.037989140E-3,-3.589439392E-2
3.415976443E1,-1.392292976E-2,1.367944479E-2,-2.824211121E-2
3.416979859E1,2.730965614E-3,6.535947323E-3,-2.305412292E-2
3.417981839E1,-8.838057518E-3,1.118248701E-2,-3.442382812E-2
3.418983818E1,1.510018110E-2,-3.289520741E-3,-2.443122864E-2
3.419984198E1,2.477926016E-2,3.714144230E-3,-1.458549500E-2
3.420986172E1,1.310110092E-2,-1.164495945E-3,1.393032074E-2
3.421988156E1,6.381809711E-3,1.072192192E-2,2.315521240E-2
3.422993005E1,9.292900562E-3,-8.088588715E-3,1.105403900E-2
3.423994984E1,-9.142339230E-3,-1.486337185E-2,1.091480255E-2
3.424996964E1,7.793724537E-3,-2.194476128E-2,2.485561371E-2
3.425998354E1,3.167510033E-3,-8.244872093E-3,4.087257385E-2
3.427000333E1,5.629777908E-3,4.658699036E-4,3.071784973E-2
3.428002312E1,8.150279522E-3,-2.361571789E-2,-3.338623047E-2
3.429002849E1,-1.099407673E-3,-8.949279785E-3,-6.340694427E-2
3.430004823E1,-1.730918884E-2,-1.525080204E-2,-2.697277069E-2
3.431006807E1,-9.654223919E-3,-1.239174604E-2,2.060031891E-2
3.432010286E1,9.179353714E-3,-7.794857025E-3,5.553627014E-2
3.433012266E1,1.556605101E-2,-2.487641573E-2,8.748245239E-2
3.434014245E1,8.038640022E-3,-1.280760765E-2,1.537418365E-2
3.435013588E1,1.081109047E-3,-4.344165325E-3,-6.952953339E-2
3.436015563E1,-1.045238972E-2,1.002120972E-2,-6.815814972E-2
3.437017542E1,1.505237818E-2,2.849072218E-2,-1.038360596E-2
3.438020109E1,4.603677988E-2,3.396672010E-2,6.512260437E-2
3.439022078E1,2.680695057E-2,8.331537247E-3,4.279708862E-2
3.440024057E1,1.936197281E-3,-6.696105003E-3,-5.907821655E-2
3.441026964E1,-2.623426914E-2,-1.560449600E-3,-1.261501312E-1
3.442028938E1,-3.223818541E-2,-1.958543062E-2,-9.315681458E-2
3.443030917E1,-2.792537212E-3,-3.812485933E-2,-3.016853333E-2
3.444031536E1,2.124238014E-2,-3.912031651E-2,1.985931396E-2
3.445033510E1,3.981542587E-2,-2.256125212E-2,4.067611694E-2
3.446035490E1,2.209699154E-2,-2.322620153E-2,6.813240051E-2
3.447036635E1,-2.490282059E-4,-1.455938816E-2,6.215095520E-2
3.448038609E1,-2.209937572E-2,1.047855616E-2,7.040596008E-2
3.449040588E1,-1.958167553E-2,2.389901876E-2,5.034351349E-2
3.450042938E1,-2.288222313E-4,2.631849051E-2,1.188373566E-2
3.451044911E1,-9.259939194E-3,5.830490589E-2,-3.287887573E-2
3.452046891E1,-3.764629364E-3,6.484884024E-2,-4.619503021E-2
3.453049911E1,-1.002430916E-2,3.136366606E-2,-3.102302551E-2
3.454051885E1,-2.369606495E-2,2.641749382E-2,3.280639648E-4
3.455053865E1,-2.785706520E-2,-1.659530401E-2,2.859115601E-3
3.456056552E1,-1.363128424E-2,-3.995186090E-2,-6.443977356E-3
3.457058521E1,-1.375138760E-2,-3.007626534E-2,-8.538246155E-3
3.458060500E1,-2.056223154E-2,-5.589240789E-2,-5.882263184E-3
3.459060505E1,-1.516938210E-3,-3.890484571E-2,3.438758850E-2
3.460062479E1,1.459389925E-2,-1.994252205E-2,4.100418091E-2
3.461064453E1,-5.002677441E-3,-1.325905323E-2,2.865314484E-2
3.462068755E1,-3.132700920E-3,3.249645233E-4,2.193450928E-5
3.463070729E1,3.614127636E-3,-2.381801605E-3,-1.396083832E-2
