"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.628473089E1,-2.032238245E-2,3.062701225E-2,-2.661037445E-2
1.629474521E1,-5.836188793E-3,7.615923882E-3,-3.573322296E-2
1.630476479E1,-1.260757446E-3,-1.568603516E-2,-2.831459045E-2
1.631478438E1,7.579803467E-3,-3.450739384E-2,-1.875686646E-2
1.632480865E1,1.137977839E-2,-3.719282150E-2,-1.650619507E-2
1.633482818E1,2.238607407E-2,-3.108572960E-2,-3.318977356E-2
1.634484781E1,1.212930679E-2,-2.989518642E-2,-2.370357513E-2
1.635486620E1,2.410650253E-3,-2.872693539E-2,2.125740051E-3
1.636488578E1,-1.396191120E-2,-2.539956570E-2,2.045822144E-2
1.637490536E1,-4.162681103E-2,-3.615057468E-2,1.967620850E-2
1.638493318E1,-4.518991709E-2,-4.175627232E-2,9.525299072E-3
1.639495276E1,-1.082462072E-2,-3.277575970E-2,1.136970520E-2
1.640497229E1,2.513861656E-2,-1.415205002E-2,1.792240143E-2
1.641500141E1,3.419792652E-2,-7.409572601E-3,-1.094627380E-2
1.642502099E1,2.871656418E-2,6.392359734E-3,-1.343917847E-2
1.643504057E1,3.497767448E-2,1.981794834E-2,-1.120471954E-2
1.644505932E1,5.648136139E-3,4.710292816E-2,-5.139732361E-2
1.645507891E1,7.206857204E-3,4.097282887E-2,-2.265548706E-2
1.646509849E1,-5.363583565E-3,4.854297638E-2,7.618045807E-2
1.647510776E1,-1.279771328E-2,3.233790398E-2,9.097003937E-2
1.648512734E1,-1.999968290E-2,3.165769577E-2,-2.994537354E-4
1.649514693E1,-2.191936970E-2,3.463995457E-2,-1.040077209E-1
1.650515812E1,1.400518417E-2,2.125418186E-2,-4.822349548E-2
1.651517771E1,3.057628870E-2,-2.570998669E-2,1.360702515E-2
1.652519724E1,1.403099298E-2,-2.789151669E-2,-1.041889191E-2
1.653522776E1,1.050829887E-4,-2.046155930E-2,-5.992412567E-2
1.654524734E1,-1.978218555E-3,-1.223087311E-3,-4.738426208E-2
1.655526688E1,3.242492676E-3,-1.316928864E-2,2.599716187E-3
1.656527104E1,1.061016321E-2,-1.584756374E-2,5.406188965E-2
1.657529062E1,2.709043026E-2,-2.103245258E-2,5.755043030E-2
1.658531016E1,3.387898207E-2,-7.348537445E-3,5.391407013E-2
1.659534177E1,5.370974541E-3,-1.478970051E-2,4.095935822E-2
1.660536135E1,-1.623094082E-3,-2.290725708E-3,-1.641464233E-2
1.661538088E1,-2.732408047E-2,-1.272225380E-2,-2.330493927E-2
1.662540938E1,-1.969361305E-2,-8.490443230E-3,-2.769184113E-2
1.663542896E1,-2.666687965E-2,-1.856338978E-2,-1.084804535E-2
1.664544854E1,1.475214958E-3,-2.186739445E-2,1.271247864E-2
1.665546156E1,-3.770828247E-3,-1.636362076E-2,5.207061768E-3
1.666548115E1,1.946592331E-2,-1.125693321E-2,-2.574157715E-2
1.667550073E1,2.389425039E-2,-1.109910011E-2,-3.026771545E-2
1.668550344E1,2.149522305E-2,-9.049534798E-3,-2.533149719E-2
1.669552302E1,-4.286766052E-3,2.421259880E-3,-1.575756073E-2
1.670554255E1,-5.894839764E-3,4.493117332E-3,-1.337146759E-2
1.671556036E1,-9.917855263E-3,4.426240921E-3,-1.806735992E-2
1.672557995E1,-4.673838615E-3,2.837365866E-2,-2.735710144E-2
1.673559953E1,5.041718483E-3,1.210260391E-2,-1.529026031E-2
1.674563245E1,-8.751153946E-3,8.149147034E-4,-1.057624817E-3
1.675565203E1,-2.235567570E-2,1.064223051E-2,3.491401672E-3
1.676567156E1,-9.985923767E-3,-8.206963539E-3,1.499366760E-2
1.677568849E1,-1.195353270E-2,-1.203060150E-3,-4.338264465E-3
1.678570807E1,-2.168416977E-3,1.735168695E-2,-4.527091980E-3
1.679572760E1,-1.113831997E-2,2.593994141E-3,-9.410858154E-3
1.680574161E1,-1.055222750E-2,4.931151867E-3,-2.123928070E-2
1.681576120E1,-5.509674549E-3,1.930075884E-2,-9.309768677E-3
1.682578073E1,-1.221936941E-2,1.490640640E-2,7.166862488E-3
1.683579964E1,-1.417064667E-2,8.443534374E-3,-2.840709686E-2
1.684581922E1,1.233261824E-2,6.478190422E-3,-1.632499695E-2
1.685583880E1,2.437168360E-2,2.036392689E-3,-2.093315125E-2
1.686591703E1,3.060519695E-3,-9.726405144E-3,1.451492310E-2
1.687593661E1,7.896721363E-3,-1.437193155E-2,-4.796028137E-3
1.688595620E1,1.025438309E-3,-2.579045296E-2,-2.611064911E-2
1.689594281E1,-1.975512505E-2,-3.659939766E-2,-2.583312988E-2
1.690596245E1,-2.136391401E-2,-2.798062563E-2,-9.037971497E-3
1.691598203E1,-3.992855549E-3,-1.307123899E-2,1.683807373E-2
1.692598370E1,5.746543407E-3,-1.564866304E-2,4.454708099E-2
1.693600333E1,1.294940710E-2,-1.633900404E-2,4.819965363E-2
1.694602297E1,2.720868587E-2,-1.210892200E-2,-1.645565033E-2
1.695603318E1,2.710431814E-2,2.123439312E-2,-5.639934540E-2
1.696605281E1,1.281434298E-2,3.182631731E-2,-6.494140625E-2
1.697607245E1,-6.034135818E-3,1.623237133E-2,-2.728462219E-3
1.698608526E1,-1.062417030E-2,9.372234344E-3,5.834579468E-2
1.699610490E1,-2.250552177E-2,-3.016710281E-3,1.065235138E-1
1.700612453E1,-1.043438911E-2,-1.295173168E-2,3.618526459E-2
1.701618036E1,-2.363210917E-2,-4.022121429E-4,-8.697128296E-2
1.702620000E1,-2.223366499E-2,-7.432401180E-3,-1.278390884E-1
1.703621964E1,1.630008221E-2,2.319502831E-2,-1.974582672E-2
1.704621521E1,5.307155848E-2,7.334828377E-3,5.810832977E-2
1.705623484E1,5.302590132E-2,-2.310758829E-2,9.767532349E-3
1.706625448E1,3.440988064E-2,-1.051336527E-2,-3.302860260E-2
1.707627510E1,-1.571631432E-2,-4.862666130E-3,-1.056203842E-1
1.708629474E1,-3.832995892E-2,-2.546423674E-2,-1.040000916E-1
1.709631438E1,-2.486407757E-2,-3.486579657E-2,-4.832267761E-2
1.710632927E1,1.189994812E-2,-4.073095322E-2,2.042579651E-2
1.711634885E1,7.991850376E-3,-2.159363031E-2,5.261898041E-2
1.712636854E1,1.289457083E-2,4.338562489E-3,5.363845825E-2
1.713642135E1,-1.401364803E-3,1.366698742E-2,6.407356262E-2
1.714644094E1,-1.970750093E-2,3.504264355E-2,7.675838470E-2
1.715646057E1,-1.426398754E-2,5.892950296E-2,5.396080017E-2
1.716645979E1,-1.816010475E-2,5.985367298E-2,2.458286285E-2
1.717647943E1,-1.238048077E-2,4.762184620E-2,-4.201889038E-3
1.718649906E1,-8.976578712E-3,3.413623571E-2,-5.360794067E-2
1.719653240E1,1.332384348E-2,2.609145641E-2,-5.269622803E-2
1.720655198E1,-9.672880173E-3,1.315373182E-2,-1.887989044E-2
1.721657167E1,2.595663071E-3,-4.575073719E-3,-6.869316101E-3
1.722657536E1,1.175147295E-2,-3.158771992E-2,-2.167701721E-3
1.723659495E1,-1.013785601E-2,-3.007048368E-2,-2.818202972E-2
1.724661464E1,-5.393922329E-3,-3.140389919E-2,-2.317905426E-2
1.725663708E1,-9.897291660E-3,-3.741818666E-2,-6.473541260E-3
1.726665667E1,2.516150475E-3,-4.594439268E-2,2.172279358E-2
1.727667635E1,2.791464329E-3,-2.868682146E-2,-7.085800171E-3
1.728669932E1,8.301734924E-4,-2.826148272E-2,-9.514808655E-3
1.729671896E1,-3.340184689E-3,-2.764159441E-2,-1.658725739E-2
1.730673859E1,-5.161881447E-3,-1.268458366E-2,-1.646232605E-2
1.731675510E1,4.874408245E-3,-1.665854454E-2,-2.197265625E-3
1.732677469E1,1.436316967E-2,-1.098269224E-2,1.888656616E-2
1.733679438E1,1.379752159E-2,1.339018345E-2,1.133632660E-2
1.734681432E1,2.260214090E-2,2.804595232E-2,-5.497932434E-3
1.735683396E1,2.220934629E-2,2.147257328E-2,-1.259613037E-2
1.736685354E1,3.303468227E-3,2.206867933E-2,4.400920868E-2
1.737687781E1,-6.128489971E-3,4.185038805E-2,3.163337708E-3
1.738689740E1,-1.105654240E-2,5.235093832E-2,-1.343917847E-2
1.739691708E1,-1.605755091E-2,3.442490101E-2,-1.329421997E-2
1.740693760E1,-2.041995525E-3,2.688765526E-4,3.331184387E-3
1.741695724E1,1.561641693E-5,9.682714939E-3,-1.793193817E-2
1.742697677E1,-2.338856459E-2,2.818405628E-3,-4.584407806E-2
1.743699052E1,8.472800255E-4,1.243907213E-2,-2.149772644E-2
1.744701016E1,1.515424252E-2,1.683217287E-2,-2.113723755E-2
1.745702974E1,-6.228387356E-3,2.077829838E-2,7.427215576E-3
1.746704021E1,3.360271454E-3,1.205545664E-2,2.838039398E-2
1.747705984E1,-1.284956932E-3,3.218293190E-3,5.367183685E-2
1.748707943E1,1.286453009E-2,-3.108501434E-3,4.793071747E-2
1.749709297E1,1.249742508E-2,-6.509780884E-3,2.294540405E-3
1.750711255E1,2.709984779E-3,-9.228706360E-3,-7.211685181E-3
1.751713214E1,7.117211819E-3,-1.840257645E-2,-1.651477814E-2
1.752714969E1,1.840603352E-2,-2.465283871E-2,-3.034210205E-2
1.753716932E1,6.235837936E-3,-2.620249987E-2,-6.264686584E-3
1.754718891E1,-1.300114393E-2,-3.039079905E-2,-2.971363068E-2
1.755723224E1,-6.180942059E-3,-3.732675314E-2,-2.456951141E-2
1.756725182E1,-4.121065140E-3,-1.631402969E-2,-1.954555511E-2
1.757727146E1,4.897356033E-3,-2.650386095E-2,1.126670837E-2
1.758729688E1,1.644349098E-2,-2.020853758E-2,-1.257896423E-2
1.759731651E1,2.083957195E-3,2.529263496E-3,-1.953029633E-2
1.760733604E1,-4.977881908E-3,6.211817265E-3,6.608009338E-3
1.761733401E1,-2.583265305E-4,-1.623988152E-3,6.435394287E-3
1.762735359E1,6.624281406E-3,1.207071543E-2,-7.848739624E-4
1.763737323E1,-1.008999348E-2,1.391476393E-2,-1.728725433E-2
1.764740078E1,-4.914283752E-3,1.958191395E-3,-1.933097839E-2
1.765742042E1,-1.657962799E-3,1.588839293E-2,-2.368450165E-2
1.766744000E1,-2.948760986E-3,1.294541359E-2,2.841949463E-4
1.767745906E1,-6.684780121E-3,1.931953430E-2,9.708404541E-3
1.768747870E1,-1.530736685E-2,1.144963503E-2,1.660633087E-2
1.769749828E1,6.970107555E-3,6.171584129E-3,3.282546997E-2
1.770751026E1,-6.800234318E-3,8.561134338E-3,6.420135498E-3
1.771752984E1,-2.055197954E-2,8.973121643E-3,6.377220154E-3
1.772754948E1,-1.283872128E-2,7.233679295E-3,-7.066726685E-4
1.773756828E1,-1.681429148E-2,1.529914141E-2,-2.921104431E-3
1.774758786E1,-3.881692886E-3,4.905462265E-5,4.372596741E-3
1.775760745E1,-8.767843246E-5,-3.108620644E-3,4.516601562E-3
1.776764229E1,6.008505821E-3,5.761206150E-3,2.351093292E-2
1.777766188E1,-2.890825272E-5,5.683541298E-3,2.339458466E-2
1.778768146E1,5.744934082E-3,1.008033752E-3,-1.438140869E-2
1.779769135E1,1.623332500E-2,-3.399139643E-2,-1.383399963E-2
1.780771099E1,2.760350704E-3,-2.603685856E-2,-8.601188660E-3
1.781773052E1,-3.791570663E-3,-2.542990446E-2,5.927085876E-3
1.782773625E1,-1.991492510E-2,-6.515085697E-3,2.486038208E-2
1.783775588E1,-5.581378937E-3,-5.061566830E-3,2.220439911E-2
1.784777542E1,1.262187958E-3,2.694964409E-3,2.893447876E-2
1.785780562E1,1.003521681E-2,8.020281792E-3,-2.096557617E-2
1.786782526E1,4.800021648E-3,2.093613148E-2,-6.054496765E-2
1.787784484E1,1.198732853E-2,1.532196999E-2,-5.465316772E-2
1.788788812E1,6.540417671E-4,2.678453922E-3,-8.815765381E-3
1.789790776E1,-3.682613373E-3,-3.060281277E-3,3.620910645E-2
1.790792734E1,1.752758026E-2,-2.357661724E-3,5.920600891E-2
1.791792979E1,1.247304678E-2,1.798272133E-4,7.470893860E-2
1.792794932E1,1.509642601E-2,-7.968425751E-3,-1.350116730E-2
1.793796896E1,8.625328541E-3,-4.551470280E-3,-7.884788513E-2
1.794799115E1,6.420910358E-3,2.847719193E-2,-5.825233459E-2
1.795801068E1,4.568630457E-2,3.245276213E-2,6.654739380E-3
1.796803031E1,5.245631933E-2,2.120000124E-2,7.737636566E-2
1.797804615E1,1.415276527E-2,7.193207741E-3,3.149223328E-2
1.798806568E1,-2.271908522E-2,1.762354374E-2,-9.120941162E-2
1.799808531E1,-5.327165127E-2,6.836712360E-3,-1.176214218E-1
1.800812182E1,-4.027986526E-2,-1.635527611E-2,-8.712673187E-2
1.801814141E1,-3.671824932E-3,-3.343349695E-2,-7.448196411E-4
1.802816094E1,3.467065096E-2,-3.288406134E-2,5.345153809E-2
1.803816438E1,2.506649494E-2,-2.845102549E-2,8.546638489E-2
1.804818396E1,3.733754158E-3,-1.456373930E-2,6.044864655E-2
1.805820354E1,-2.906203270E-3,1.398956776E-2,5.947494507E-2
1.806821620E1,-1.644694805E-2,1.239031553E-2,6.096363068E-2
1.807823573E1,-3.896731138E-2,2.372354269E-2,4.841899872E-2
1.808825536E1,-3.990906477E-2,3.646045923E-2,3.152847290E-2
1.809828500E1,-1.509231329E-2,5.007499456E-2,-1.465797424E-3
1.810830453E1,-7.479906082E-3,4.027616978E-2,-2.683067322E-2
1.811832411E1,7.001936436E-3,2.609568834E-2,-3.292274475E-2
1.812835719E1,-1.411861181E-2,2.811795473E-2,-2.248287201E-2
1.813837672E1,9.760797024E-3,1.047831774E-2,4.182815552E-3
1.814839635E1,7.416665554E-3,-1.696830988E-2,-4.971504211E-3
1.815840391E1,1.599788666E-4,-3.711426258E-2,-6.943702698E-3
1.816842349E1,-1.412677765E-2,-2.417641878E-2,1.228046417E-2
1.817844307E1,-7.033169270E-3,-1.872682571E-2,1.939010620E-2
1.818844792E1,-2.125608921E-2,-2.754318714E-2,1.460552216E-2
1.819846750E1,-2.814793587E-2,-2.196741104E-2,5.206108093E-3
1.820848708E1,-4.070997238E-3,-3.505468369E-2,7.143020630E-4
1.821851948E1,1.031196117E-2,-3.801900148E-2,8.126258850E-3
1.822853906E1,2.198696136E-2,-3.350800276E-2,2.015304565E-2
1.823855859E1,4.271912575E-2,-1.739788055E-2,2.960777283E-2
1.824858505E1,3.462654352E-2,-4.153966904E-3,1.297092438E-2
1.825860464E1,1.003384590E-2,6.409108639E-3,1.301765442E-3
1.826862417E1,9.471714497E-3,7.208526134E-3,-3.137207031E-2
1.827862536E1,-5.149483681E-3,2.651041746E-2,3.623962402E-5
1.828864495E1,-2.879518270E-2,4.293817282E-2,9.721755981E-3
1.829866453E1,-7.568120956E-3,4.266065359E-2,-3.962135315E-2
1.830868443E1,3.733038902E-3,3.506642580E-2,-3.873729706E-2
1.831870396E1,1.261073351E-2,2.251952887E-2,-1.200103760E-2
1.832872359E1,3.575086594E-2,7.399201393E-3,4.845619202E-3
1.833874198E1,3.056877851E-2,-2.630674839E-2,-1.388359070E-2
1.834876156E1,3.032594919E-2,-1.450657845E-2,-1.664161682E-3
1.835878115E1,1.806300879E-2,-5.002498627E-3,1.507091522E-2
1.836882005E1,8.105516434E-3,-1.192891598E-2,2.918052673E-2
1.837883964E1,6.526708603E-4,-4.351377487E-3,1.953983307E-2
1.838885917E1,-4.207611084E-3,-8.781075478E-3,2.993583679E-3
1.839886411E1,3.682374954E-4,-1.303148270E-2,1.498222351E-2
1.840888370E1,-9.114146233E-3,8.696198463E-3,3.237724304E-3
1.841890328E1,-8.722543716E-3,-2.167522907E-2,3.484725952E-3
1.842893240E1,-1.149237156E-3,-6.870031357E-3,-5.687713623E-3
1.843895198E1,-9.257197380E-4,-2.030467987E-2,4.145622253E-3
1.844897156E1,2.012699842E-2,-2.599120140E-2,-1.205348969E-2
1.845898542E1,-4.103541374E-3,-3.158819675E-2,-4.449844360E-3
1.846900500E1,-1.137661934E-2,-4.457795620E-2,-6.430625916E-3
1.847902458E1,2.543926239E-4,-3.186690807E-2,1.982879639E-2
1.848905932E1,-1.948475838E-4,-5.490183830E-3,1.736450195E-2
1.849907891E1,-2.813041210E-3,1.311039925E-2,-1.332759857E-2
1.850909849E1,1.606059074E-2,7.781982422E-3,-2.702140808E-2
1.851910130E1,8.928477764E-3,9.498715401E-3,-2.871513367E-2
1.852912088E1,1.864242554E-2,-1.459801197E-2,-2.799797058E-2
1.853914047E1,2.573686838E-2,-2.652180195E-2,-2.259063721E-2
1.854916089E1,9.124100208E-3,-2.402102947E-2,-7.847785950E-3
1.855918047E1,-9.961903095E-3,-3.569698334E-2,1.133537292E-2
1.856920005E1,-2.180480957E-2,-2.103233337E-2,-7.451057434E-3
1.857921880E1,-2.158683538E-2,-1.612651348E-2,2.115726471E-2
1.858923838E1,-9.538114071E-3,-1.617169380E-2,3.985881805E-2
1.859925797E1,-1.406705379E-2,9.526491165E-3,3.469371796E-2
1.860929630E1,-6.886482239E-3,2.806544304E-2,2.729034424E-2
1.861931589E1,-4.488110542E-3,2.761459351E-2,8.258819580E-3
1.862933547E1,-4.323542118E-3,4.119086266E-2,-5.748748779E-3
1.863935583E1,-1.077759266E-2,4.500246048E-2,1.345062256E-2
1.864937547E1,-1.481568813E-2,3.436350822E-2,2.052593231E-2
1.865939505E1,-4.930078983E-3,1.433610916E-2,3.216075897E-2
1.866940776E1,-6.998002529E-3,1.353633404E-2,8.293151855E-3
1.867942734E1,-1.850587130E-2,-6.028532982E-3,-2.694511414E-2
1.868944693E1,-6.261646748E-3,-2.988195419E-2,-4.745864868E-2
1.869946568E1,-1.272857189E-3,-2.969825268E-2,-3.701210022E-2
1.870948526E1,1.490592957E-3,-1.335000992E-2,-3.147029877E-2
1.871950484E1,-2.545475960E-3,-3.095662594E-2,3.041934967E-2
1.872953370E1,1.929724216E-2,-2.061820030E-2,3.705596924E-2
1.873955328E1,2.400320768E-2,-3.395318985E-2,3.650760651E-2
1.874957286E1,9.068608284E-3,-2.346813679E-2,4.534816742E-2
1.875957031E1,1.520639658E-2,-2.697288990E-2,1.874160767E-2
1.876958990E1,-2.423465252E-3,-2.011418343E-2,-3.322601318E-2
1.877960948E1,-1.210588217E-2,-1.291787624E-2,-6.305313110E-2
1.878964979E1,-1.148688793E-2,-1.090764999E-2,1.791954041E-3
1.879966943E1,-1.227378845E-3,-1.696527004E-2,5.604267120E-2
1.880968901E1,1.800292730E-2,-2.824020386E-2,6.692790985E-2
1.881969016E1,2.330702543E-2,-3.666758537E-2,2.590084076E-2
1.882970974E1,1.289892197E-2,-1.491165161E-2,-4.950141907E-2
1.883972932E1,1.680755615E-2,8.741378784E-3,-8.100891113E-2
1.884976219E1,3.346431255E-2,9.249091148E-3,-7.195186615E-2
1.885978177E1,3.650081158E-2,3.445625305E-3,4.968357086E-2
1.886980135E1,4.076409340E-2,-1.803946495E-2,8.193016052E-2
1.887981120E1,3.571933508E-2,-3.247809410E-2,-1.352405548E-2
1.888983078E1,1.600682735E-3,-2.256727219E-2,-1.095895767E-1
1.889985036E1,-3.295105696E-2,-2.879297733E-2,-1.120977402E-1
1.890986891E1,-1.457786560E-2,-1.858437061E-2,-4.862785339E-2
1.891988849E1,-6.082594395E-3,-2.150261402E-2,6.307697296E-2
1.892990807E1,1.176726818E-2,-3.716206551E-2,1.068868637E-1
1.893993771E1,-8.720934391E-3,-6.562471390E-4,9.816169739E-2
1.894995734E1,-1.973640919E-2,2.376639843E-2,8.489227295E-2
1.895997693E1,-3.068941832E-2,3.418099880E-2,6.483554840E-2
1.897000161E1,-2.748864889E-2,2.804601192E-2,4.276180267E-2
1.898002125E1,-1.985424757E-2,3.632628918E-2,9.293556213E-3
1.899004083E1,-1.917946339E-2,2.557027340E-2,-1.890182495E-2
1.900003943E1,5.168616772E-3,1.955044270E-2,-4.663658142E-2
1.901005901E1,-4.254639149E-3,1.446723938E-3,-4.337501526E-2
1.902007865E1,4.745721817E-4,-2.394604683E-2,-2.611351013E-2
1.903010953E1,4.429578781E-3,-4.220116138E-2,1.432132721E-2
1.904012917E1,-6.064057350E-3,-5.795252323E-2,3.756809235E-2
1.905014875E1,-1.173192263E-2,-5.219805241E-2,4.630565643E-2
1.906016380E1,-5.731582642E-4,-4.602110386E-2,1.024150848E-2
1.907018338E1,-1.021611691E-2,-4.900598526E-2,-2.043533325E-2
1.908020302E1,-5.527019501E-3,-3.300070763E-2,-1.527214050E-2
1.909021411E1,1.116991043E-3,-1.976573467E-2,-2.671146393E-2
1.910023375E1,7.416605949E-4,-2.118587494E-2,-2.621555328E-2
1.911025333E1,9.808182716E-3,-1.640510559E-2,7.127761841E-3
1.912027109E1,-2.419531345E-3,-3.335344791E-2,9.257316589E-3
1.913029073E1,1.156294346E-2,-1.486277580E-2,2.311038971E-2
1.914031031E1,2.526080608E-2,-6.200551987E-3,2.259159088E-2
1.915032938E1,3.042757511E-3,-9.396433830E-3,2.206707001E-2
1.916034896E1,1.847207546E-2,-2.859151363E-2,7.452964783E-3
1.917036859E1,1.244944334E-2,-2.680540085E-3,-1.632881165E-2
1.918040682E1,-1.942360401E-2,1.506316662E-2,3.083229065E-2
1.919042641E1,-8.334636688E-3,2.053546906E-2,4.658031464E-2
1.920044604E1,-1.149863005E-2,2.197837830E-2,-3.436470032E-2
1.921044052E1,-1.915562153E-2,2.176165581E-2,-9.267711639E-2
1.922046010E1,-1.229101419E-2,7.004499435E-3,-1.821136475E-2
1.923047974E1,1.796883345E-2,-1.226425171E-3,4.550170898E-2
1.924050641E1,7.970988750E-3,-7.385492325E-3,2.101039886E-2
1.925052599E1,7.872641087E-3,3.397226334E-3,-1.478385925E-2
1.926054563E1,1.246023178E-2,-4.357933998E-3,-2.167415619E-2
1.927055953E1,1.466864347E-2,-9.268403053E-3,-3.311347961E-2
1.928057911E1,3.530150652E-2,-2.422809601E-3,-2.017021179E-3
1.929059875E1,2.482384443E-2,3.744482994E-3,2.142143250E-2
1.930063448E1,-1.695752144E-3,-7.502079010E-3,3.732395172E-2
1.931065406E1,-1.353794336E-2,-3.671646118E-5,4.586982727E-2
1.932067370E1,-2.270728350E-2,7.810711861E-3,1.916885376E-4
1.933070453E1,-3.386551142E-2,-1.451504230E-2,-2.110481262E-2
1.934072417E1,-2.840954065E-2,-3.416478634E-2,-2.032279968E-3
1.935074375E1,7.267236710E-3,-5.116641521E-2,-1.154994965E-2
1.936074604E1,1.169824600E-2,-5.642330647E-2,-1.388359070E-2
1.937076568E1,1.677513123E-3,-3.590703011E-2,-6.801605225E-3
1.938078526E1,1.281815767E-2,-2.802598476E-2,-9.325981140E-3
1.939079651E1,-9.380698204E-3,-2.744650841E-2,-1.183223724E-2
1.940081615E1,-1.903814077E-2,-5.735516548E-3,-4.861831665E-3
1.941083573E1,-4.700183868E-3,1.101732254E-2,-9.748458862E-3
1.942092344E1,2.405643463E-4,1.376569271E-2,-3.652572632E-4
1.943094302E1,-8.930623531E-3,9.678244591E-3,-2.873420715E-3
1.944096266E1,-1.578903198E-2,1.517319679E-2,-2.985000610E-3
1.945096505E1,-1.061326265E-2,-5.160689354E-3,3.995895386E-3
1.946098479E1,-1.036894321E-2,-1.574981213E-2,-3.274917603E-3
1.947100448E1,6.276071072E-3,-7.212877274E-3,1.356124878E-3
1.948098786E1,6.124079227E-3,-8.134484291E-3,1.210212708E-3
1.949100760E1,-1.552385092E-2,4.874944687E-3,2.221393585E-2
1.950102734E1,-2.952986956E-2,2.477586269E-2,-6.554603577E-3
1.951104542E1,-2.461695671E-2,2.043831348E-2,-1.370525360E-2
1.952106516E1,-1.513487101E-2,8.854985237E-3,-2.312278748E-2
1.953108484E1,-7.809996605E-4,1.960992813E-3,-1.826286316E-2
1.954111208E1,6.413817406E-3,1.115012169E-2,-4.116058350E-3
1.955113182E1,4.071414471E-3,-1.077902317E-2,-1.143360138E-2
1.956115156E1,-6.320476532E-4,-2.523148060E-2,-6.854057312E-3
1.957117823E1,-4.510879517E-4,-2.971494198E-2,7.107734680E-3
1.958119797E1,6.829559803E-3,-3.109097481E-2,2.081871033E-3
1.959121771E1,-1.185679436E-2,-2.271735668E-2,-2.636528015E-2
1.960122146E1,-1.344883442E-2,-2.415239811E-2,-1.197147369E-2
1.961124120E1,1.690387726E-3,-9.663105011E-3,3.038215637E-2
1.962126094E1,2.113693953E-2,-3.255367279E-3,2.720355988E-2
1.963128109E1,2.330332994E-2,-1.896321774E-2,1.689624786E-2
1.964130083E1,1.577562094E-2,-1.778352261E-2,-9.715080261E-3
1.965132052E1,5.703568459E-3,-1.333725452E-2,-3.815078735E-2
1.966133391E1,-1.575994492E-2,-2.493047714E-2,-6.368827820E-2
1.967135365E1,-1.551091671E-2,1.124501228E-3,-4.058837891E-3
1.968137338E1,-1.081556082E-2,-2.331972122E-3,4.740810394E-2
1.969142188E1,-1.393079758E-3,-4.108548164E-3,6.027603149E-2
1.970144161E1,-1.517099142E-2,-5.525350571E-3,1.413822174E-2
1.971146130E1,-1.604121923E-2,2.309989929E-2,-6.158828735E-2
1.972147094E1,1.820993423E-2,2.475202084E-2,-8.878803253E-2
1.973149068E1,5.315601826E-2,2.842402458E-2,-2.625465393E-3
1.974151036E1,5.587041378E-2,9.322166443E-5,7.483196259E-2
1.975153656E1,4.108852148E-2,-1.907908916E-2,5.904674530E-2
1.976155630E1,-1.239776611E-3,-1.164412498E-2,-5.293178558E-2
1.977157599E1,-4.902559519E-2,-2.931284904E-2,-9.697246552E-2
1.978159490E1,-2.935945988E-2,-3.688752651E-2,-1.119432449E-1
1.979161464E1,-1.621228456E-2,-4.249465466E-2,-4.426956177E-2
1.980163438E1,4.071533680E-3,-3.035187721E-2,3.864765167E-2
1.981166911E1,1.217931509E-2,-1.196396351E-2,5.419254303E-2
1.982168885E1,3.475070000E-3,1.768100262E-2,6.002902985E-2
1.983170859E1,-1.705646515E-2,4.217135906E-2,7.518005371E-2
1.984170479E1,-3.273922205E-2,4.051554203E-2,6.418800354E-2
1.985172453E1,-2.953153849E-2,5.137354136E-2,5.109024048E-2
1.986174427E1,-2.408009768E-2,4.645103216E-2,-1.349353790E-2
1.987176484E1,-2.089709044E-2,3.531002998E-2,-2.276039124E-2
1.988178458E1,-1.307487488E-2,3.194332123E-2,-5.065345764E-2
1.989180427E1,-1.255470514E-2,1.471662521E-2,-3.568840027E-2
1.990182146E1,-5.094468594E-3,-1.225364208E-2,-1.162624359E-2
1.991184120E1,1.847970486E-2,-1.140975952E-2,1.192665100E-2
1.992186088E1,8.412718773E-3,-2.257013321E-2,-2.620697021E-3
1.993185781E1,-1.716434956E-3,-2.889823914E-2,-1.694583893E-2
1.994187760E1,-2.451241016E-3,-2.582061291E-2,-5.157470703E-3
1.995189729E1,-1.715016365E-2,-2.540385723E-2,-3.596115112E-2
1.996193786E1,-1.717466116E-2,-3.493034840E-2,-2.861690521E-2
1.997195745E1,-5.043983459E-3,-2.844357491E-2,1.152133942E-2
1.998197703E1,9.475469589E-3,-2.466559410E-2,1.802158356E-2
1.999199245E1,2.531945705E-3,-3.479874134E-2,-3.810882568E-3
2.000201203E1,5.317389965E-3,-3.252220154E-2,-1.344680786E-2
2.001203161E1,3.393769264E-2,-1.599383354E-2,-4.071235657E-3
2.002204995E1,2.657580376E-2,9.524822235E-5,2.866458893E-2
2.003206953E1,1.432347298E-2,-3.025054932E-3,3.257465363E-2
2.004208911E1,1.844018698E-2,3.636538982E-3,5.828857422E-3
2.005212646E1,-3.559589386E-3,3.418767452E-2,-2.749538422E-2
2.006214604E1,-2.483034134E-2,4.550284147E-2,1.510524750E-2
2.007216562E1,-5.434572697E-3,3.335666656E-2,2.891540527E-3
2.008217880E1,2.160549164E-3,4.814636707E-2,-7.493591309E-2
